trial,pattern,true_mask,decoy_mask,best_mask_true,best_mask_decoy,self_score_true,self_score_decoy,margin_true,margin_decoy,top_scores_true,top_scores_decoy,true_matched_ssim,true_matched_psnr,true_matched_ncc,true_clahe_ssim,true_clahe_psnr,true_clahe_ncc,true_unsharp_ssim,true_unsharp_psnr,true_unsharp_ncc,decoy_matched_ssim,decoy_matched_psnr,decoy_matched_ncc,decoy_clahe_ssim,decoy_clahe_psnr,decoy_clahe_ncc,decoy_unsharp_ssim,decoy_unsharp_psnr,decoy_unsharp_ncc
0,square,"{""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 2.5, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 3.5, ""knee"": 1.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}",0.14379511736392975,0.149008995667696,3.726125091313426e-05,9.999999999998899e-05,"[{""score"": 0.14379511736392975, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1437578561130166, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14369511736392976, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14365785611301662, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14358318997606637, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}]","[{""score"": 0.149008995667696, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.148908995667696, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1481260523671657, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.1480260523671657, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.14725461307644847, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}]",0.1261872798204422,4.939969550207332,0.052533891052007675,0.05704822391271591,5.498251040249907,0.31908416748046875,0.10494976490736008,4.43698990786407,0.33890455961227417,0.12482493370771408,4.969257793630943,0.05190393701195717,0.055293478071689606,5.435077919406287,0.31622037291526794,0.10257938504219055,4.3834765226741945,0.3463650941848755
0,bars,"{""kind"": ""spiral"", ""ell"": 2, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -2, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}",0.18564433796623722,0.1860306604305655,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.18564433796623722, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.18554433796623723, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.168710920714885, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.168610920714885, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1660665377980471, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}]","[{""score"": 0.1860306604305655, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.1859306604305655, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.17019390476599336, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.17009390476599337, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.16729896040692926, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}]",0.11869937181472778,5.566576289987232,-0.00940319150686264,0.013735761865973473,4.553205590155178,-0.021246643736958504,0.059480149298906326,3.725020514801081,-0.006917987018823624,0.12541607022285461,5.689337678212343,0.042902301996946335,0.02020416408777237,4.539924109293837,-0.016152670606970787,0.0697283074259758,3.7541152603526236,0.026919376105070114
0,checker,"{""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 1.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}",0.15465674875363708,0.15533599257528785,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.15465674875363708, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1545567487536371, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14799840785622598, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.147898407856226, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.14487725459098816, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]","[{""score"": 0.15533599257528785, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15523599257528786, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1462978967471421, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.14619789674714212, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13556606452971698, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]",0.18132495880126953,5.905420982886259,0.6294663548469543,0.038547735661268234,4.675761260258759,0.017481375485658646,0.02869435027241707,3.5353396909744976,-0.02663731388747692,0.17059926688671112,5.922163911240159,0.6234098076820374,0.03239187225699425,4.562340821613916,0.005734247621148825,0.03565417230129242,3.457822433727156,-0.02371246926486492
0,ring,"{""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}",0.1497405712838471,0.14825311246059833,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.1497405712838471, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1496405712838471, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1450569778560847, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.14495697785608472, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13148057035833596, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}]","[{""score"": 0.14825311246059833, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14815311246059834, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1441875239714235, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.14408752397142352, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13067003586389125, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}]",0.027920950204133987,10.76312835889275,0.2556881010532379,0.02450600266456604,12.259887674742034,0.375363290309906,0.3358481824398041,11.901035131946028,0.28936535120010376,0.02545463852584362,10.821626684891507,0.25550439953804016,0.026267793029546738,12.30126576997193,0.3792719841003418,0.35635146498680115,11.891641338613617,0.29271048307418823
0,spiral_hint,"{""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 2.5, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 3.5, ""knee"": 1.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}",0.13977076715685424,0.13869983453199267,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.13977076715685424, ""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13967076715685425, ""kind"": ""spiral"", ""ell"": -2, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13267252549424766, ""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.13257252549424767, ""kind"": ""spiral"", ""ell"": -2, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.12791684020206331, ""kind"": ""spiral"", ""ell"": -2, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]","[{""score"": 0.13869983453199267, ""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13859983453199268, ""kind"": ""spiral"", ""ell"": -2, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13107270968042314, ""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.13097270968042315, ""kind"": ""spiral"", ""ell"": -2, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.12894923218421636, ""kind"": ""spiral"", ""ell"": -2, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]",0.05881264805793762,13.929209933741515,0.05322478711605072,0.055229321122169495,18.4575856502355,0.6638616323471069,0.3564053177833557,20.40742760823573,0.6373552680015564,0.0615193173289299,14.208289045413077,0.04547951743006706,0.05224315822124481,18.22172900940943,0.6613810062408447,0.33431604504585266,20.443384803111684,0.6459393501281738
0,letters,"{""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 2.0, ""knee"": 1.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}",0.1589829377244413,0.15833788260411474,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.1589829377244413, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15888293772444131, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15880316793978216, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15870316793978217, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15084143729146568, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.5, ""seed"": null}]","[{""score"": 0.15833788260411474, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15823788260411475, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15038152259040624, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15028152259040625, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15019078254129736, ""kind"": ""spiral"", ""ell"": 2, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}]",0.021743077784776688,15.043062806426054,0.1014077216386795,0.039710838347673416,17.441375015724606,0.45208510756492615,0.45871269702911377,17.33248524334927,0.3606754243373871,0.008221287280321121,14.581504322692108,0.13683049380779266,0.040379974991083145,17.47966203653894,0.46116599440574646,0.4765646159648895,17.346654353495378,0.366688072681427
1,square,"{""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}",0.15839917627222838,0.1552566647768393,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.15839917627222838, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1582991762722284, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1574887002125755, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.1573887002125755, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.149909121869728, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.0, ""seed"": null}]","[{""score"": 0.1552566647768393, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15515666477683931, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15407989670116456, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15397989670116458, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1511631582403928, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.0, ""seed"": null}]",0.13012844324111938,5.635515588940566,0.6256092190742493,0.05062218755483627,5.04745060702936,0.3366400897502899,0.12230294942855835,3.922734803530207,0.3205917477607727,0.14140363037586212,5.992214671313977,0.6286178231239319,0.048382602632045746,5.207154401712249,0.33112263679504395,0.10858842730522156,4.0274114110296715,0.32709699869155884
1,bars,"{""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 2.0, ""knee"": 1.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}",0.17670484471660108,0.17432516478061677,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.17670484471660108, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.1766048447166011, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.1556076342585683, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1555076342585683, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14937900966092946, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}]","[{""score"": 0.17432516478061677, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.17422516478061678, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.15813412110984323, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15803412110984325, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}, {""score"": 0.1457111629663408, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}]",0.2819862961769104,9.129628270914992,0.7797684669494629,0.14260941743850708,7.563329391744502,0.6822755336761475,0.16689395904541016,4.612206227684281,0.5014066696166992,0.3048475682735443,9.570871465550475,0.8209829330444336,0.1551414132118225,7.854231289397635,0.7144126892089844,0.17651847004890442,4.756551293506415,0.5368533730506897
1,checker,"{""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 2.5, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 3.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}",0.15255697155430914,0.14475181652292612,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.15255697155430914, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.15245697155430915, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.143813668192029, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.14371366819202902, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13232494611352683, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]","[{""score"": 0.14475181652292612, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14465181652292614, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.13687646435633305, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13677646435633306, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13346596192628146, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]",0.16746512055397034,5.983878431948931,0.6197242736816406,0.029306139796972275,4.5345730087150775,0.0011919591343030334,0.037508219480514526,3.454967864018129,-0.020875010639429092,0.16664651036262512,6.10558228125789,0.6144875884056091,0.02689119428396225,4.516619423152777,-0.005682816728949547,0.04030945524573326,3.4730564015977547,-0.01853250339627266
1,ring,"{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 2.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 3.5, ""knee"": 1.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}",0.14191001644417645,0.1392227730719745,9.999999999998899e-05,9.999999999998899e-05,"[{""score"": 0.14191001644417645, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.14181001644417646, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.13865103739045562, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.13855103739045563, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}, {""score"": 0.137161394674927, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}]","[{""score"": 0.1392227730719745, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.13912277307197451, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.5, ""seed"": null}, {""score"": 0.13259078431934118, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.1324907843193412, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": 0.12720358854822814, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 0.0, ""knee"": 0.0, ""seed"": null}]",0.024868391454219818,11.058910389808783,0.26214027404785156,0.02629029005765915,12.33397464409835,0.38760435581207275,0.3715968728065491,11.877983030076715,0.2921963930130005,0.023609653115272522,10.86551844630085,0.2618062496185303,0.022924359887838364,12.349673438229903,0.4007180333137512,0.35872387886047363,11.945797991607963,0.3135465681552887
